1287381	BNC2	0.666666666666667
1287381	CCNE1	0.333333333333333
1287381	CCT5	0.333333333333333
1287381	CDKN2A	0.666666666666667
1287381	DUSP22	0.333333333333333
1287381	ERCC3	0.333333333333333
1287381	GSTM1	0.666666666666667
1287381	HIST1H2BH	0.333333333333333
1287381	HIST1H3F	0.333333333333333
1287381	IL7R	0.333333333333333
1287381	KRAS	0.666666666666667
1287381	MYC	0.666666666666667
1287381	PIP5K1A	0.333333333333333
1287381	PSIP1	0.666666666666667
1287381	SETDB1	0.666666666666667
1287381	TERT	0.333333333333333
1287381	TP53	0.333333333333333
1287381	TRIO	0.666666666666667
1287381	XKR6	0.666666666666667
924100	ACVR2A	0.666666666666667
924100	ARID1A	0.333333333333333
924100	ARID1B	0.333333333333333
924100	ASH1L	0.666666666666667
924100	ATRX	0.666666666666667
924100	BRCA2	0.333333333333333
924100	CCK	0.333333333333333
924100	CHD4	0.666666666666667
924100	CHD9	0.333333333333333
924100	CUX1	0.333333333333333
924100	ERCC3	0.333333333333333
924100	FAT1	0.333333333333333
924100	FOXP1	0.333333333333333
924100	GPS2	0.333333333333333
924100	INPPL1	0.333333333333333
924100	KMT2D	0.333333333333333
924100	MAP3K4	0.333333333333333
924100	MEN1	0.333333333333333
924100	MLLT4	0.333333333333333
924100	MT1E	0.333333333333333
924100	NAPRT	0.333333333333333
924100	NOTCH2	0.333333333333333
924100	NUP93	0.333333333333333
924100	PIK3CA	0.333333333333333
924100	PLXNA1	0.333333333333333
924100	RB1	0.333333333333333
924100	SPATC1L	0.333333333333333
924100	SPTAN1	0.333333333333333
924100	TP53	0.333333333333333
924100	TP53BP1	0.333333333333333
924100	ZMYM2	0.333333333333333
924100	ZSCAN20	0.333333333333333
910924	ABCB1	0.666666666666667
910924	ADAM19	0.333333333333333
910924	APCDD1	0.333333333333333
910924	ARFGEF2	0.666666666666667
910924	ARID1A	0.333333333333333
910924	ARID4A	0.333333333333333
910924	ARL10	0.333333333333333
910924	ARRDC2	0.333333333333333
910924	ATP1A1	0.333333333333333
910924	ATRX	0.666666666666667
910924	AXIN2	0.333333333333333
910924	BNC2	0.333333333333333
910924	CAD	0.333333333333333
910924	CDKN1A	0.333333333333333
910924	CEP290	0.333333333333333
910924	CHD6	0.333333333333333
910924	CIC	0.333333333333333
910924	CLIP4	0.333333333333333
910924	CPNE8	0.333333333333333
910924	CSDE1	0.666666666666667
